GeneID	Symbol	description
100750491	Vangl1	VANGL planar cell polarity protein 1
100750492	Ppp1r17	protein phosphatase 1 regulatory subunit 17
100750493	LOC100750493	dnaJ homolog subfamily B member 5
100750494	Fmo5	flavin containing monooxygenase 5
100750495	Ceacam19	carcinoembryonic antigen related cell adhesion molecule 19
100750496	LOC100750496	14-3-3 protein theta pseudogene
100750497	LOC100750497	olfactory receptor 5M11-like
100750498	LOC100750498	potassium voltage-gated channel subfamily D member 2
100750499	Ccdc39	coiled-coil domain containing 39
100750500	LOC100750500	zinc finger protein 883
100750501	LOC100750501	olfactory guanylyl cyclase GC-D
100750502	Ubap1l	ubiquitin associated protein 1 like
100750503	Cdc42bpa	CDC42 binding protein kinase alpha
100750504	LOC100750504	olfactory receptor 2H1-like
100750505	Alx4	ALX homeobox 4
100750506	LOC100750506	E3 SUMO-protein ligase ZNF451
100750508	LOC100750508	cytochrome P450 2D4
100750509	Cbx7	chromobox 7
100750510	Hrasls	HRAS like suppressor
100750511	LOC100750511	killer cell lectin-like receptor 2
100750512	LOC100750512	H-2 class II histocompatibility antigen, E-S beta chain
100750514	LOC100750514	uncharacterized LOC100750514
100750515	LOC100750515	leukocyte immunoglobulin-like receptor subfamily A member 6
100750516	LOC100750516	olfactory receptor 8B3-like
100750517	Ccdc85a	coiled-coil domain containing 85A
100750518	Enpp1	ectonucleotide pyrophosphatase/phosphodiesterase 1
100750519	Mcidas	multiciliate differentiation and DNA synthesis associated cell cycle protein
100750521	Dclre1a	DNA cross-link repair 1A
100750522	Capza1	capping actin protein of muscle Z-line alpha subunit 1
100750523	Ms4a10	membrane spanning 4-domains A10
100750524	Trh	thyrotropin releasing hormone
100750525	Jag1	jagged 1
100750526	Pnkd	paroxysmal nonkinesigenic dyskinesia
100750527	LOC100750527	vomeronasal type-1 receptor 2-like
100750528	LOC100750528	outer dense fiber protein 1-like
100750529	LOC100750529	olfactory receptor 5B3
100750530	Gclm	glutamate-cysteine ligase modifier subunit
100750531	Vwf	von Willebrand factor
100750532	Xpo7	exportin 7
100750533	Grap	GRB2-related adaptor protein
100750534	Prpf18	pre-mRNA processing factor 18
100750535	Rnf11	ring finger protein 11
100750536	LOC100750536	zinc finger protein 431-like
100750538	Bin2	bridging integrator 2
100750539	LOC100750539	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial pseudogene
100750540	LOC100750540	zinc finger protein 120-like
100750541	LOC100750541	disintegrin and metalloproteinase domain-containing protein 25
100750542	Slc45a1	solute carrier family 45 member 1
100750544	Rad21	RAD21 cohesin complex component
100750545	Auts2	AUTS2, activator of transcription and developmental regulator
100750546	LOC100750546	SRA stem-loop-interacting RNA-binding protein, mitochondrial pseudogene
100750547	Got1l1	glutamic-oxaloacetic transaminase 1 like 1
100750548	LOC100750548	lysozyme C-1
100750549	LOC100750549	UDP-glucuronosyltransferase 1-8 pseudogene
100750550	LOC100750550	histone H2A type 1-F
100750551	LOC100750551	Ig heavy chain V-III region 23-like
100750552	Hexa	hexosaminidase subunit alpha
100750553	LOC100750553	olfactory receptor 12
100750555	Acbd6	acyl-CoA binding domain containing 6
100750556	Nr3c2	nuclear receptor subfamily 3 group C member 2
100750557	LOC100750557	60S ribosomal protein L37a-like
100750559	Phlpp1	PH domain and leucine rich repeat protein phosphatase 1
100750560	LOC100750560	histone H4
100750561	Defb129	defensin beta 129
100750562	Ccdc188	coiled-coil domain containing 188
100750563	Apc	APC, WNT signaling pathway regulator
100750564	LOC100750564	olfactory receptor 2G3-like
100750565	Ube2l3	ubiquitin conjugating enzyme E2 L3
100750566	Efcab13	EF-hand calcium binding domain 13
100750567	LOC100750567	60S ribosomal protein L34 pseudogene
100750568	Tspyl4	TSPY like 4
100750569	Frmd1	FERM domain containing 1
100750570	Dus2	dihydrouridine synthase 2
100750571	LOC100750571	signal transducer and activator of transcription 5B
100750572	LOC100750572	60S ribosomal protein L10-like
100750573	Ptgr2	prostaglandin reductase 2
100750574	LOC100750574	olfactory receptor 5W2-like
100750575	Kmt2b	lysine methyltransferase 2B
100750576	Retsat	retinol saturase
100750577	Xylb	xylulokinase
100750578	Rcbtb2	RCC1 and BTB domain containing protein 2
100750579	Invs	inversin
100750580	Cs	citrate synthase
100750581	LOC100750581	chromosome unknown open reading frame, human C7orf25
100750582	Ankrd49	ankyrin repeat domain 49
100750584	LOC100750584	histone-lysine N-methyltransferase EZH2-like
100750585	LOC100750585	N-lysine methyltransferase KMT5A pseudogene
100750586	Mrto4	MRT4 homolog, ribosome maturation factor
100750587	LOC100750587	anionic trypsin-like
100750588	Snx18	sorting nexin 18
100750589	Bard1	BRCA1 associated RING domain 1
100750590	LOC100750590	uncharacterized LOC100750590
100750591	Dip2b	disco interacting protein 2 homolog B
100750592	LOC100750592	60S ribosomal protein L37 pseudogene
100750593	LOC100750593	acyl-CoA desaturase 1
100750594	Ca11	carbonic anhydrase 11
100750595	LOC100750595	olfactory receptor 5AC1-like
100750596	Stk35	serine/threonine kinase 35
100750597	LOC100750597	killer cell lectin-like receptor 2
100750598	LOC100750598	serum amyloid A-5 protein
100750599	LOC100750599	serine protease 30
100750600	LOC100750600	uncharacterized LOC100750600
100750601	LOC100750601	prolactin
100750602	Rpl27a	ribosomal protein L27a
100750604	LOC100750604	vomeronasal type-2 receptor 26-like
100750605	Cnpy4	canopy FGF signaling regulator 4
100750606	LOC100750606	alkaline phosphatase, placental-like
100750607	Pfdn6	prefoldin subunit 6
100750608	Vnn1	vanin 1
100750609	Ap2b1	adaptor related protein complex 2 beta 1 subunit
100750610	Irx1	iroquois homeobox 1
100750611	LOC100750611	transmembrane epididymal protein 1A
100750612	Rpl22l1	ribosomal protein L22 like 1
100750613	LOC100750613	voltage-dependent anion-selective channel protein 1 pseudogene
100750614	Tc2n	tandem C2 domains, nuclear
100750615	Grin2d	glutamate ionotropic receptor NMDA type subunit 2D
100750617	LOC100750617	ATP-dependent RNA helicase DDX18 pseudogene
100750618	LOC100750618	chromosome unknown open reading frame, human C18orf63
100750619	Rrp15	ribosomal RNA processing 15 homolog
100750620	Bnip2	BCL2 interacting protein 2
100750621	Ldb3	LIM domain binding 3
100750622	Pigz	phosphatidylinositol glycan anchor biosynthesis class Z
100750623	LOC100750623	keratin-associated protein 19-3-like
100750624	Ccdc50	coiled-coil domain containing 50
100750625	LOC100750625	CMRF35-like molecule 8
100750626	LOC100750626	partner of Y14 and mago
100750627	LOC100750627	schlafen family member 13-like
100750628	LOC100750628	speckle-type POZ protein pseudogene
100750629	LOC100750629	sperm motility kinase Z-like
100750631	Lrrc51	Leucine-rich repeat-containing protein 51
100750632	Dexi	Dexi homolog
100750633	Chia	chitinase, acidic
100750634	LOC100750634	protein SET-like
100750635	LOC100750635	interferon alpha-12
100750636	Kdelr3	KDEL endoplasmic reticulum protein retention receptor 3
100750637	LOC100750637	nuclear autoantigen Sp-100
100750638	LOC100750638	putative protein FAM47D
100750639	Pex16	peroxisomal biogenesis factor 16
100750640	Cd44	CD44 molecule (Indian blood group)
100750641	Fam71f2	family with sequence similarity 71 member F2
100750643	Astl	astacin like metalloendopeptidase
100750644	LOC100750644	glutathione S-transferase Mu 7
100750645	Sstr3	somatostatin receptor 3
100750647	Olfml2a	olfactomedin like 2A
100750648	LOC100750648	reticulon-1
100750650	Pptc7	PTC7 protein phosphatase homolog
100750652	LOC100750652	60S ribosomal protein L7 pseudogene
100750653	LOC100750653	histone H2A type 2-B
100750654	LOC100750654	olfactory receptor 2Y1-like
100750655	Aspg	asparaginase
100750656	LOC100750656	60S acidic ribosomal protein P0 pseudogene
100750657	LOC100750657	interferon-induced protein with tetratricopeptide repeats 3
100750658	CUNH20orf141	chromosome unknown C20orf141 homolog
100750660	LOC100750660	serpin B6 pseudogene
100750661	Eif1ax	eukaryotic translation initiation factor 1A, X-linked
100750662	Hoxb3	homeobox B3
100750663	LOC100750663	pyruvate kinase PKM pseudogene
100750664	LOC100750664	olfactory receptor 7E24-like
100750666	LOC100750666	40S ribosomal protein S19 pseudogene
100750667	Gch1	GTP cyclohydrolase 1
100750669	LOC100750669	interferon-activable protein 203
100750670	Fam20a	FAM20A, golgi associated secretory pathway pseudokinase
100750672	Slc13a3	solute carrier family 13 member 3
100750673	Hpca	hippocalcin
100750675	Dera	deoxyribose-phosphate aldolase
100750676	Asip	agouti signaling protein
100750677	Srsf11	serine and arginine rich splicing factor 11
100750678	She	Src homology 2 domain containing E
100750679	Tnfsf9	TNF superfamily member 9
100750680	Ern1	endoplasmic reticulum to nucleus signaling 1
100750681	Pelo	pelota mRNA surveillance and ribosome rescue factor
100750682	Etaa1	ETAA1, ATR kinase activator
100750683	Cdc34	cell division cycle 34
100750684	Pear1	platelet endothelial aggregation receptor 1
100750685	Exoc4	exocyst complex component 4
100750686	Ambp	alpha-1-microglobulin/bikunin precursor
100750687	LOC100750687	PRELI domain-containing protein 1, mitochondrial-like
100750688	LOC100750688	elongation factor 1-alpha 1 pseudogene
100750689	Pi16	peptidase inhibitor 16
100750690	LOC100750690	voltage-dependent anion-selective channel protein 1 pseudogene
100750691	LOC100750691	glutathione S-transferase kappa 1
100750692	LOC100750692	regenerating islet-derived protein 3-alpha-like
100750693	LOC100750693	olfactory receptor 8
100750694	Zcchc7	zinc finger CCHC-type containing 7
100750695	LOC100750695	astrotactin-2
100750696	Rragc	Ras related GTP binding C
100750697	Dll1	delta like canonical Notch ligand 1
100750698	Prrc2c	proline rich coiled-coil 2C
100750699	Mrgpre	MAS related GPR family member E
100750700	Slc25a40	solute carrier family 25 member 40
100750701	B3gat1	beta-1,3-glucuronyltransferase 1
100750702	Fev	FEV, ETS transcription factor
100750703	Supt16h	SPT16 homolog, facilitates chromatin remodeling subunit
100750704	Actr1a	ARP1 actin related protein 1 homolog A
100750706	Xrcc2	X-ray repair cross complementing 2
100750707	Rpl35	ribosomal protein L35
100750708	LOC100750708	T-cell ecto-ADP-ribosyltransferase 1-like
100750709	Brwd1	bromodomain and WD repeat domain containing 1
100750710	LOC100750710	glutathione S-transferase A2-like
100750711	LOC100750711	ubiquitin-conjugating enzyme E2 B
100750713	Camk2n2	calcium/calmodulin dependent protein kinase II inhibitor 2
100750714	LOC100750714	NEDD8 pseudogene
100750715	LOC100750715	integrator complex subunit 7
100750717	Sort1	sortilin 1
100750718	Grk1	G protein-coupled receptor kinase 1
100750719	LOC100750719	zinc finger protein 728
100750720	LOC100750720	protocadherin beta-14-like
100750721	Atg4a	autophagy related 4A cysteine peptidase
100750722	LOC100750722	uncharacterized LOC100750722
100750723	Gde1	glycerophosphodiester phosphodiesterase 1
100750724	Klf6	Kruppel like factor 6
100750725	Kazald1	Kazal type serine peptidase inhibitor domain 1
100750726	Osgin1	oxidative stress induced growth inhibitor 1
100750727	Arg1	arginase 1
100750728	LOC100750728	nuclear body protein SP140
100750729	LOC100750729	sperm motility kinase X-like
100750730	Epha7	EPH receptor A7
100750731	LOC100750731	40S ribosomal protein S25
100750732	Sdha	succinate dehydrogenase complex flavoprotein subunit A
100750733	Rbm19	RNA binding motif protein 19
100750734	Tmem203	transmembrane protein 203
100750735	Kcnk10	potassium two pore domain channel subfamily K member 10
100750736	Stk32c	serine/threonine kinase 32C
100750737	Dnah12	dynein axonemal heavy chain 12
100750738	Azi2	5-azacytidine induced 2
100750739	LOC100750739	olfactory receptor 491
100750740	Gpr55	G protein-coupled receptor 55
100750741	LOC100750741	glyceraldehyde-3-phosphate dehydrogenase pseudogene
100750742	LOC100750742	pre-mRNA-splicing factor SPF27 pseudogene
100750743	LOC100750743	cytochrome P450 4V2
100750744	LOC100750744	Ig lambda chain V-VI region SUT-like
100750745	LOC100750745	olfactory receptor 1444
100750746	LOC100750746	60S ribosomal protein L18a pseudogene
100750748	Arfgef1	ADP ribosylation factor guanine nucleotide exchange factor 1
100750750	Rc3h1	ring finger and CCCH-type domains 1
100750752	Agbl1	ATP/GTP binding protein like 1
100750754	LOC100750754	40S ribosomal protein S15a pseudogene
100750756	Pts	6-pyruvoyltetrahydropterin synthase
100750757	Chit1	chitinase 1
100750759	Slc25a42	solute carrier family 25 member 42
100750760	LOC100750760	chromatin target of PRMT1 protein pseudogene
100750761	Pik3r1	phosphoinositide-3-kinase regulatory subunit 1
100750762	Chpt1	choline phosphotransferase 1
100750763	LOC100750763	zinc finger protein 431-like
100750764	LOC100750764	chromosome unknown open reading frame, human C3orf18
100750765	Gtf2a1	general transcription factor IIA subunit 1
100750766	St8sia5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5
100750767	Mapk8ip3	mitogen-activated protein kinase 8 interacting protein 3
100750768	LOC100750768	serine protease 29
100750769	Ankle2	ankyrin repeat and LEM domain containing 2
100750770	LOC100750770	spermine synthase pseudogene
100750771	Laptm4a	lysosomal protein transmembrane 4 alpha
100750772	Wee2	WEE1 homolog 2
100750773	Rictor	RPTOR independent companion of MTOR complex 2
100750774	Fancb	Fanconi anemia complementation group B
100750775	Plat	plasminogen activator, tissue type
100750776	Coq5	coenzyme Q5, methyltransferase
100750777	LOC100750777	olfactory receptor 4D2
100750778	Ngf	nerve growth factor
100750780	LOC100750780	protein FAM205C
100750781	Mtmr3	myotubularin related protein 3
100750782	Nbn	nibrin
100750783	Ceacam16	carcinoembryonic antigen related cell adhesion molecule 16
100750784	Slitrk2	SLIT and NTRK like family member 2
100750785	LOC100750785	olfactory receptor 5M11
100750786	Glis2	GLIS family zinc finger 2
100750787	LOC100750787	golgin subfamily A member 7 pseudogene
100750788	Ttc14	tetratricopeptide repeat domain 14
100750789	LOC100750789	olfactory receptor 10K2
100750790	Thap12	THAP domain containing 12
100750791	Rasl12	RAS like family 12
100750792	LOC100750792	epoxide hydrolase 1
100750793	Mog	myelin oligodendrocyte glycoprotein
100750794	Ttc17	tetratricopeptide repeat domain 17
100750795	Bag2	BCL2 associated athanogene 2
100750796	LOC100750796	charged multivesicular body protein 6 pseudogene
100750797	Ndufa6	NADH:ubiquinone oxidoreductase subunit A6
100750798	Agtr1	angiotensin II receptor type 1
100750799	Nptxr	neuronal pentraxin receptor
100750800	Sct	secretin
100750801	Cdipt	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
100750802	Mb21d2	Mab-21 domain containing 2
100750803	LOC100750803	killer cell lectin-like receptor 2
100750804	Tsc22d4	TSC22 domain family member 4
100750805	LOC100750805	39S ribosomal protein L51, mitochondrial-like
100750806	Hbs1l	HBS1 like translational GTPase
100750808	LOC100750808	60S ribosomal protein L37 pseudogene
100750809	Efemp1	EGF containing fibulin extracellular matrix protein 1
100750810	Ctgf	connective tissue growth factor
100750813	LOC100750813	60S ribosomal protein L27 pseudogene
100750814	Mov10	Mov10 RISC complex RNA helicase
100750815	Ptgdr2	prostaglandin D2 receptor 2
100750817	Ankef1	ankyrin repeat and EF-hand domain containing 1
100750818	Tmbim1	transmembrane BAX inhibitor motif containing 1
100750819	Dnm1l	dynamin 1 like
100750820	LOC100750820	outer dense fiber protein 1-like
100750821	LOC100750821	aphrodisin-like
100750822	LOC100750822	cytochrome b-c1 complex subunit 2, mitochondrial
100750823	LOC100750823	60S ribosomal protein L32 pseudogene
100750824	Fam160b2	family with sequence similarity 160 member B2
100750825	Slc5a10	solute carrier family 5 member 10
100750826	Frmd4a	FERM domain containing 4A
100750827	Ttc39a	tetratricopeptide repeat domain 39A
100750828	Nr2e1	nuclear receptor subfamily 2 group E member 1
100750829	Cela1	chymotrypsin like elastase family member 1
100750830	Arrb2	arrestin beta 2
100750831	Stpg2	sperm tail PG-rich repeat containing 2
100750832	LOC100750832	monocarboxylate transporter 1-like
100750833	LOC100750833	disintegrin and metalloproteinase domain-containing protein 24
100750834	Adamts20	ADAM metallopeptidase with thrombospondin type 1 motif 20
100750835	LOC100750835	PEST proteolytic signal-containing nuclear protein-like
100750836	LOC100750836	40S ribosomal protein S27-like pseudogene
100750837	Galnt17	polypeptide N-acetylgalactosaminyltransferase 17
100750838	Duoxa1	dual oxidase maturation factor 1
100750839	LOC100750839	testis-specific serine kinase substrate-like
100750840	Rab11fip1	RAB11 family interacting protein 1
100750841	LOC100750841	upstream-binding factor 1-like protein 1
100750842	LOC100750842	UDP-glucuronosyltransferase 1-8-like
100750843	LOC100750843	histone H2B type 1
100750844	LOC100750844	3-hydroxybutyrate dehydrogenase type 2
100750845	Parp6	poly(ADP-ribose) polymerase family member 6
100750846	LOC100750846	olfactory receptor 52Z1-like
100750847	LOC100750847	olfactory receptor 12
100750848	Lactb	lactamase beta
100750849	Lhx4	LIM homeobox 4
100750851	Tfec	transcription factor EC
100750852	Tmem161b	transmembrane protein 161B
100750853	Kiaa1468	KIAA1468 ortholog
100750854	LOC100750854	histone H2A type 1
100750855	LOC100750855	chromosome unknown open reading frame, human C20orf96
100750856	Prodh	proline dehydrogenase 1
